clientId,businessName,businessType,area,websiteUrl,accountStatus,score,topProblems,email,phone,demoFile,videoFile,nextStep,followUpDue
EA-2026-0001,Pearl Smile,Dental practices and dentists,"Oldham, Greater Manchester",https://pearlsmiledentist.co.uk/locations/oldham/,ready-to-send,63,"Google review proof is missing from the website. | The page appears heavy, which can hurt load speed and conversions. | The homepage doesn't immediately explain what the business does.",,0161 445 2503,/Users/hamidamjad/Documents/Playground/elite-automations/output/demos/pearl-smile-demo.html,/Users/hamidamjad/Documents/Playground/elite-automations/output/videos/pearl-smile-preview.mp4,"Send email with demo + video, then call within 48 hours if no reply.",2026-05-04
